indicador,country,countryiso3code,year,value
GDP (current US$),European Union,EUU,2016,13886845.3157106
GDP (current US$),European Union,EUU,2017,14758432.3468448
GDP (current US$),European Union,EUU,2018,15965026.4826307
GDP (current US$),European Union,EUU,2019,15626448.4764383
GDP (current US$),European Union,EUU,2020,
GDP (current US$),Fragile and conflict affected situations,FCS,1960,17248.3928363132
GDP (current US$),Fragile and conflict affected situations,FCS,1961,17969.4150022734
GDP (current US$),Fragile and conflict affected situations,FCS,1962,19816.8150265129
GDP (current US$),Fragile and conflict affected situations,FCS,1963,22782.9485947386
GDP (current US$),Fragile and conflict affected situations,FCS,1964,20059.2448314251
GDP (current US$),Fragile and conflict affected situations,FCS,1965,22034.9419606624
GDP (current US$),Fragile and conflict affected situations,FCS,1966,23487.9089014047
GDP (current US$),Fragile and conflict affected situations,FCS,1967,22775.7735269209
GDP (current US$),Fragile and conflict affected situations,FCS,1968,24057.0493160956
GDP (current US$),Fragile and conflict affected situations,FCS,1969,27052.5329258764
GDP (current US$),Fragile and conflict affected situations,FCS,1970,32909.2912555703
GDP (current US$),Fragile and conflict affected situations,FCS,1971,33511.9359834094
GDP (current US$),Fragile and conflict affected situations,FCS,1972,38333.9666469822
GDP (current US$),Fragile and conflict affected situations,FCS,1973,46938.5746700167
GDP (current US$),Fragile and conflict affected situations,FCS,1974,69919.1683077414
GDP (current US$),Fragile and conflict affected situations,FCS,1975,78513.153478205
GDP (current US$),Fragile and conflict affected situations,FCS,1976,92556.6847143872
GDP (current US$),Fragile and conflict affected situations,FCS,1977,101521.283451821
GDP (current US$),Fragile and conflict affected situations,FCS,1978,111872.625554593
GDP (current US$),Fragile and conflict affected situations,FCS,1979,140714.539027453
GDP (current US$),Fragile and conflict affected situations,FCS,1980,175746.342250907
GDP (current US$),Fragile and conflict affected situations,FCS,1981,245604.038409364
GDP (current US$),Fragile and conflict affected situations,FCS,1982,234710.725796456
GDP (current US$),Fragile and conflict affected situations,FCS,1983,197611.954208122
GDP (current US$),Fragile and conflict affected situations,FCS,1984,177287.349008846
GDP (current US$),Fragile and conflict affected situations,FCS,1985,181447.42780771
GDP (current US$),Fragile and conflict affected situations,FCS,1986,169919.032833863
GDP (current US$),Fragile and conflict affected situations,FCS,1987,170233.072496712
GDP (current US$),Fragile and conflict affected situations,FCS,1988,179833.94293596
GDP (current US$),Fragile and conflict affected situations,FCS,1989,164856.858292834
GDP (current US$),Fragile and conflict affected situations,FCS,1990,259628.018818402
GDP (current US$),Fragile and conflict affected situations,FCS,1991,268714.426364478
GDP (current US$),Fragile and conflict affected situations,FCS,1992,267276.312176071
GDP (current US$),Fragile and conflict affected situations,FCS,1993,248507.261403788
GDP (current US$),Fragile and conflict affected situations,FCS,1994,239830.869020021
GDP (current US$),Fragile and conflict affected situations,FCS,1995,277733.732779369
GDP (current US$),Fragile and conflict affected situations,FCS,1996,287884.939893896
GDP (current US$),Fragile and conflict affected situations,FCS,1997,321383.421190862
GDP (current US$),Fragile and conflict affected situations,FCS,1998,323212.581410205
GDP (current US$),Fragile and conflict affected situations,FCS,1999,350258.147397246
GDP (current US$),Fragile and conflict affected situations,FCS,2000,412071.314412558
GDP (current US$),Fragile and conflict affected situations,FCS,2001,407655.075505102
GDP (current US$),Fragile and conflict affected situations,FCS,2002,391543.851502191
GDP (current US$),Fragile and conflict affected situations,FCS,2003,416730.134398145
GDP (current US$),Fragile and conflict affected situations,FCS,2004,518797.637650981
GDP (current US$),Fragile and conflict affected situations,FCS,2005,649000.784696811
GDP (current US$),Fragile and conflict affected situations,FCS,2006,806143.150767337
GDP (current US$),Fragile and conflict affected situations,FCS,2007,981220.334496591
GDP (current US$),Fragile and conflict affected situations,FCS,2008,1264525.23463055
GDP (current US$),Fragile and conflict affected situations,FCS,2009,1193831.25170282
GDP (current US$),Fragile and conflict affected situations,FCS,2010,1430217.42715433
GDP (current US$),Fragile and conflict affected situations,FCS,2011,1453117.43618371
GDP (current US$),Fragile and conflict affected situations,FCS,2012,1678806.40194462
GDP (current US$),Fragile and conflict affected situations,FCS,2013,1763713.25139159
GDP (current US$),Fragile and conflict affected situations,FCS,2014,1923217.21004771
GDP (current US$),Fragile and conflict affected situations,FCS,2015,1726905.45829812
GDP (current US$),Fragile and conflict affected situations,FCS,2016,1550706.82800158
GDP (current US$),Fragile and conflict affected situations,FCS,2017,1569590.87781566
GDP (current US$),Fragile and conflict affected situations,FCS,2018,1698248.05669335
GDP (current US$),Fragile and conflict affected situations,FCS,2019,1778456.49241856
GDP (current US$),Fragile and conflict affected situations,FCS,2020,
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1960,17351.4361948342
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1961,17801.113629489
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1962,19373.3859022148
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1963,23373.191712642
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1964,20881.7062752348
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1965,24380.4684503197
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1966,26551.8688848601
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1967,26004.3421433663
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1968,27528.2157111076
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1969,30640.9297956612
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1970,32063.3411052979
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1971,34550.8486561323
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1972,37511.6606533741
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1973,45299.3036047622
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1974,55538.152816254
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1975,63196.9508048679
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1976,67436.6456676652
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1977,79004.0574366036
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1978,91007.0474517713
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1979,101937.233873319
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1980,108687.42423354
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1981,108564.398272424
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1982,108557.919470919
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1983,102864.447165553
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1984,102704.02966159
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1985,106818.215361256
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1986,122645.935440849
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1987,137709.533506721
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1988,138129.336460788
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1989,133257.990158144
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1990,137680.14951128
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1991,141188.190819532
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1992,129311.436066624
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1993,132834.619032474
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1994,117329.532285681
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1995,133653.566290253
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1996,139607.486493792
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1997,145925.484526451
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1998,153319.313193839
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,1999,154974.323787074
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2000,169208.402098374
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2001,161720.736406885
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2002,173730.784489282
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2003,197095.154673359
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2004,226372.231553705
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2005,258319.897190522
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2006,306651.037101403
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2007,366214.796876077
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2008,441915.410870583
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2009,448511.32176295
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2010,490275.634951426
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2011,546434.357935128
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2012,580700.670678415
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2013,647872.45688335
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2014,683129.004022834
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2015,676805.764502929
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2016,669728.831074018
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2017,713187.205161613
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2018,759123.536838027
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2019,783061.756161729
GDP (current US$),Heavily indebted poor countries (HIPC),HPC,2020,
GDP (current US$),High income,HIC,1960,1062852.62673278
GDP (current US$),High income,HIC,1961,1125076.78398864
GDP (current US$),High income,HIC,1962,1214493.60614027
GDP (current US$),High income,HIC,1963,1308308.32195635
GDP (current US$),High income,HIC,1964,1428041.29103308
GDP (current US$),High income,HIC,1965,1550792.87402622
GDP (current US$),High income,HIC,1966,1701229.44543381
GDP (current US$),High income,HIC,1967,1825273.01172985
GDP (current US$),High income,HIC,1968,1979372.65319022
GDP (current US$),High income,HIC,1969,2177716.40352736
GDP (current US$),High income,HIC,1970,2383122.39853867
GDP (current US$),High income,HIC,1971,2647378.62424881
GDP (current US$),High income,HIC,1972,3073900.26347858
GDP (current US$),High income,HIC,1973,3724938.86755895
GDP (current US$),High income,HIC,1974,4204727.62129391
GDP (current US$),High income,HIC,1975,4690534.49380789
GDP (current US$),High income,HIC,1976,5106785.17561634
GDP (current US$),High income,HIC,1977,5779025.11587784
GDP (current US$),High income,HIC,1978,6935265.72485154
GDP (current US$),High income,HIC,1979,8017511.70392348
GDP (current US$),High income,HIC,1980,8949167.87092069
GDP (current US$),High income,HIC,1981,9086307.15935598
GDP (current US$),High income,HIC,1982,9004227.13602019
GDP (current US$),High income,HIC,1983,9299471.71651694
GDP (current US$),High income,HIC,1984,9697265.78401189
GDP (current US$),High income,HIC,1985,10179105.5012397
GDP (current US$),High income,HIC,1986,12359840.646966
GDP (current US$),High income,HIC,1987,14326219.1508228
GDP (current US$),High income,HIC,1988,16133956.1693542
GDP (current US$),High income,HIC,1989,16879725.3250098
GDP (current US$),High income,HIC,1990,18965140.0360427
GDP (current US$),High income,HIC,1991,20055226.7729326
GDP (current US$),High income,HIC,1992,21574250.7462584
GDP (current US$),High income,HIC,1993,21741527.2596711
GDP (current US$),High income,HIC,1994,23316514.1971165
GDP (current US$),High income,HIC,1995,25904394.3994271
GDP (current US$),High income,HIC,1996,26133421.9687314
GDP (current US$),High income,HIC,1997,25700594.6973098
GDP (current US$),High income,HIC,1998,25806892.2083651
GDP (current US$),High income,HIC,1999,27100981.4607063
GDP (current US$),High income,HIC,2000,27650770.3749366
GDP (current US$),High income,HIC,2001,27392718.4582515
GDP (current US$),High income,HIC,2002,28554305.6567412
GDP (current US$),High income,HIC,2003,32016046.3360093
GDP (current US$),High income,HIC,2004,35650217.1778285
GDP (current US$),High income,HIC,2005,37727652.551316
GDP (current US$),High income,HIC,2006,39867880.3001911
GDP (current US$),High income,HIC,2007,43642947.1926778
GDP (current US$),High income,HIC,2008,46410909.8137858
GDP (current US$),High income,HIC,2009,43504219.6466483
GDP (current US$),High income,HIC,2010,45585671.4880871
GDP (current US$),High income,HIC,2011,49211742.2951341
GDP (current US$),High income,HIC,2012,49262520.0321188
GDP (current US$),High income,HIC,2013,49886888.0924427
GDP (current US$),High income,HIC,2014,50986874.848795
GDP (current US$),High income,HIC,2015,48169284.4319312
GDP (current US$),High income,HIC,2016,49181225.8716984
GDP (current US$),High income,HIC,2017,51468319.1569736
GDP (current US$),High income,HIC,2018,54656884.2792461
GDP (current US$),High income,HIC,2019,55140634.9946662
GDP (current US$),High income,HIC,2020,
GDP (current US$),IBRD only,IBD,1960,303365.50946299
GDP (current US$),IBRD only,IBD,1961,289787.688621366
GDP (current US$),IBRD only,IBD,1962,302668.951794661
GDP (current US$),IBRD only,IBD,1963,323218.9657348
GDP (current US$),IBRD only,IBD,1964,366582.38960358
GDP (current US$),IBRD only,IBD,1965,401064.461680537
GDP (current US$),IBRD only,IBD,1966,413178.553913208
GDP (current US$),IBRD only,IBD,1967,425021.843269348
GDP (current US$),IBRD only,IBD,1968,449140.157719358
GDP (current US$),IBRD only,IBD,1969,501821.674146031
GDP (current US$),IBRD only,IBD,1970,545686.988356858
GDP (current US$),IBRD only,IBD,1971,596065.4744735
GDP (current US$),IBRD only,IBD,1972,670791.571112119
GDP (current US$),IBRD only,IBD,1973,862779.371496635
GDP (current US$),IBRD only,IBD,1974,1088303.8617904
GDP (current US$),IBRD only,IBD,1975,1174943.13507271
GDP (current US$),IBRD only,IBD,1976,1280301.30593735
GDP (current US$),IBRD only,IBD,1977,1451175.9034272
GDP (current US$),IBRD only,IBD,1978,1564826.75852089
GDP (current US$),IBRD only,IBD,1979,1875080.31679715
GDP (current US$),IBRD only,IBD,1980,2211609.20010058
GDP (current US$),IBRD only,IBD,1981,2395135.94712342
GDP (current US$),IBRD only,IBD,1982,2376972.10240087
GDP (current US$),IBRD only,IBD,1983,2343363.01370268
GDP (current US$),IBRD only,IBD,1984,2396038.69919973
GDP (current US$),IBRD only,IBD,1985,2530560.54160803
GDP (current US$),IBRD only,IBD,1986,2633030.42214231
GDP (current US$),IBRD only,IBD,1987,2691268.44476131
GDP (current US$),IBRD only,IBD,1988,2910957.09629636
GDP (current US$),IBRD only,IBD,1989,3022215.91667757
GDP (current US$),IBRD only,IBD,1990,3458053.91610651
GDP (current US$),IBRD only,IBD,1991,3725463.57290893
GDP (current US$),IBRD only,IBD,1992,3714865.89732899
GDP (current US$),IBRD only,IBD,1993,3980761.8323792
GDP (current US$),IBRD only,IBD,1994,4352211.44205106
GDP (current US$),IBRD only,IBD,1995,4892965.41532523
GDP (current US$),IBRD only,IBD,1996,5347996.49430656
GDP (current US$),IBRD only,IBD,1997,5661994.98357866
GDP (current US$),IBRD only,IBD,1998,5506988.61607742
GDP (current US$),IBRD only,IBD,1999,5345537.27539042
GDP (current US$),IBRD only,IBD,2000,5811794.72542367
GDP (current US$),IBRD only,IBD,2001,5897138.63307586
GDP (current US$),IBRD only,IBD,2002,5989579.90753988
GDP (current US$),IBRD only,IBD,2003,6744327.16776342
GDP (current US$),IBRD only,IBD,2004,8028177.59162303
GDP (current US$),IBRD only,IBD,2005,9600200.12853374
GDP (current US$),IBRD only,IBD,2006,11384903.6984572
GDP (current US$),IBRD only,IBD,2007,14151713.028352
GDP (current US$),IBRD only,IBD,2008,16994597.6882499
GDP (current US$),IBRD only,IBD,2009,16486399.2791669
GDP (current US$),IBRD only,IBD,2010,20019039.73913
GDP (current US$),IBRD only,IBD,2011,23645033.3867938
GDP (current US$),IBRD only,IBD,2012,25140839.772231
GDP (current US$),IBRD only,IBD,2013,26561030.3396555
GDP (current US$),IBRD only,IBD,2014,27475647.429348
GDP (current US$),IBRD only,IBD,2015,25950065.3250055
GDP (current US$),IBRD only,IBD,2016,26153434.0291719
GDP (current US$),IBRD only,IBD,2017,28864183.9204406
GDP (current US$),IBRD only,IBD,2018,30807716.1108743
GDP (current US$),IBRD only,IBD,2019,31604112.8064773
GDP (current US$),IBRD only,IBD,2020,
GDP (current US$),IDA & IBRD total,IBT,1960,339774.875345427
GDP (current US$),IDA & IBRD total,IBT,1961,329224.860178836
GDP (current US$),IDA & IBRD total,IBT,1962,345512.155263052
GDP (current US$),IDA & IBRD total,IBT,1963,371659.42591393
GDP (current US$),IDA & IBRD total,IBT,1964,413341.407531619
GDP (current US$),IDA & IBRD total,IBT,1965,454165.650874301
GDP (current US$),IDA & IBRD total,IBT,1966,471063.412294278
GDP (current US$),IDA & IBRD total,IBT,1967,483390.321111413
GDP (current US$),IDA & IBRD total,IBT,1968,510476.48330116
GDP (current US$),IDA & IBRD total,IBT,1969,571134.749223714
GDP (current US$),IDA & IBRD total,IBT,1970,626337.695159577
GDP (current US$),IDA & IBRD total,IBT,1971,676694.348969312
GDP (current US$),IDA & IBRD total,IBT,1972,754477.514918602
GDP (current US$),IDA & IBRD total,IBT,1973,957879.149937301
GDP (current US$),IDA & IBRD total,IBT,1974,1217773.60098284
GDP (current US$),IDA & IBRD total,IBT,1975,1331122.39062455
GDP (current US$),IDA & IBRD total,IBT,1976,1442541.58608722
GDP (current US$),IDA & IBRD total,IBT,1977,1627280.56301993
GDP (current US$),IDA & IBRD total,IBT,1978,1765508.67887453
GDP (current US$),IDA & IBRD total,IBT,1979,2107735.55089848
GDP (current US$),IDA & IBRD total,IBT,1980,2487283.80295838
GDP (current US$),IDA & IBRD total,IBT,1981,2809442.15492198
GDP (current US$),IDA & IBRD total,IBT,1982,2766172.21961693
GDP (current US$),IDA & IBRD total,IBT,1983,2664756.69727709
GDP (current US$),IDA & IBRD total,IBT,1984,2689109.98312748
GDP (current US$),IDA & IBRD total,IBT,1985,2830731.09145216
GDP (current US$),IDA & IBRD total,IBT,1986,2926752.62114968
GDP (current US$),IDA & IBRD total,IBT,1987,3002925.56326016
GDP (current US$),IDA & IBRD total,IBT,1988,3228770.10953872
GDP (current US$),IDA & IBRD total,IBT,1989,3334924.454582
GDP (current US$),IDA & IBRD total,IBT,1990,3796906.92509355
GDP (current US$),IDA & IBRD total,IBT,1991,4070078.52648341
GDP (current US$),IDA & IBRD total,IBT,1992,4048107.92104018
GDP (current US$),IDA & IBRD total,IBT,1993,4299454.87891401
GDP (current US$),IDA & IBRD total,IBT,1994,4661944.37006922
GDP (current US$),IDA & IBRD total,IBT,1995,5247308.85980503
GDP (current US$),IDA & IBRD total,IBT,1996,5737496.42992938
GDP (current US$),IDA & IBRD total,IBT,1997,6066186.49555111
GDP (current US$),IDA & IBRD total,IBT,1998,5916146.75949748
GDP (current US$),IDA & IBRD total,IBT,1999,5766668.26819982
GDP (current US$),IDA & IBRD total,IBT,2000,6282095.00058745
GDP (current US$),IDA & IBRD total,IBT,2001,6362527.86265122
GDP (current US$),IDA & IBRD total,IBT,2002,6490034.06438808
GDP (current US$),IDA & IBRD total,IBT,2003,7306342.78286761
GDP (current US$),IDA & IBRD total,IBT,2004,8686614.67198645
GDP (current US$),IDA & IBRD total,IBT,2005,10365565.7951247
GDP (current US$),IDA & IBRD total,IBT,2006,12305785.7845932
GDP (current US$),IDA & IBRD total,IBT,2007,15231370.479927
GDP (current US$),IDA & IBRD total,IBT,2008,18288688.8164694
GDP (current US$),IDA & IBRD total,IBT,2009,17759470.4149207
GDP (current US$),IDA & IBRD total,IBT,2010,21483723.1920361
GDP (current US$),IDA & IBRD total,IBT,2011,25307796.3874004
GDP (current US$),IDA & IBRD total,IBT,2012,26931505.2246878
GDP (current US$),IDA & IBRD total,IBT,2013,28527413.1485257
GDP (current US$),IDA & IBRD total,IBT,2014,29578253.1458974
GDP (current US$),IDA & IBRD total,IBT,2015,28039830.3985459
GDP (current US$),IDA & IBRD total,IBT,2016,28183036.0240256
GDP (current US$),IDA & IBRD total,IBT,2017,30964942.6535228
GDP (current US$),IDA & IBRD total,IBT,2018,33032316.6326709
GDP (current US$),IDA & IBRD total,IBT,2019,33917225.2273992
GDP (current US$),IDA & IBRD total,IBT,2020,
GDP (current US$),IDA blend,IDB,1960,12078.4545115587
GDP (current US$),IDA blend,IDB,1961,12925.9987329269
GDP (current US$),IDA blend,IDB,1962,13822.9535566729
GDP (current US$),IDA blend,IDB,1963,14629.6445778058
GDP (current US$),IDA blend,IDB,1964,15964.8074079533
GDP (current US$),IDA blend,IDB,1965,17328.2505728968
GDP (current US$),IDA blend,IDB,1966,18851.2637509653
GDP (current US$),IDA blend,IDB,1967,18943.4071807467
GDP (current US$),IDA blend,IDB,1968,20006.178479788
GDP (current US$),IDA blend,IDB,1969,22936.7074219131
GDP (current US$),IDA blend,IDB,1970,31459.7411328565
GDP (current US$),IDA blend,IDB,1971,29205.6342908524
GDP (current US$),IDA blend,IDB,1972,32722.6371217543
GDP (current US$),IDA blend,IDB,1973,34822.8825895483
GDP (current US$),IDA blend,IDB,1974,50549.8418991568
GDP (current US$),IDA blend,IDB,1975,57902.8283123655
GDP (current US$),IDA blend,IDB,1976,70214.1707906777
GDP (current US$),IDA blend,IDB,1977,73785.0039439438
GDP (current US$),IDA blend,IDB,1978,79968.5899730512
GDP (current US$),IDA blend,IDB,1979,98387.6917540826
GDP (current US$),IDA blend,IDB,1980,126438.765047354
GDP (current US$),IDA blend,IDB,1981,244370.124596383
GDP (current US$),IDA blend,IDB,1982,223100.441442515
GDP (current US$),IDA blend,IDB,1983,169266.416425642
GDP (current US$),IDA blend,IDB,1984,145314.770148348
GDP (current US$),IDA blend,IDB,1985,144997.853740227
GDP (current US$),IDA blend,IDB,1986,129760.824748145
GDP (current US$),IDA blend,IDB,1987,133325.683546637
GDP (current US$),IDA blend,IDB,1988,138016.261356192
GDP (current US$),IDA blend,IDB,1989,132893.952096213
GDP (current US$),IDA blend,IDB,1990,145134.846992331
GDP (current US$),IDA blend,IDB,1991,147516.184665503
GDP (current US$),IDA blend,IDB,1992,146935.713351582
GDP (current US$),IDA blend,IDB,1993,131254.41914933
GDP (current US$),IDA blend,IDB,1994,135001.595065796
GDP (current US$),IDA blend,IDB,1995,155031.699620569
GDP (current US$),IDA blend,IDB,1996,171869.994910438
GDP (current US$),IDA blend,IDB,1997,176120.904009207
GDP (current US$),IDA blend,IDB,1998,173138.952580218
GDP (current US$),IDA blend,IDB,1999,181191.750607629
GDP (current US$),IDA blend,IDB,2000,206220.309154059
GDP (current US$),IDA blend,IDB,2001,205812.503835251
GDP (current US$),IDA blend,IDB,2002,227250.101496275
GDP (current US$),IDA blend,IDB,2003,255051.877153839
GDP (current US$),IDA blend,IDB,2004,310739.206919431
GDP (current US$),IDA blend,IDB,2005,371637.039069264
GDP (current US$),IDA blend,IDB,2006,465384.285717401
GDP (current US$),IDA blend,IDB,2007,536928.460701608
GDP (current US$),IDA blend,IDB,2008,636082.441232066
GDP (current US$),IDA blend,IDB,2009,596416.476067594
GDP (current US$),IDA blend,IDB,2010,700031.820002652
GDP (current US$),IDA blend,IDB,2011,804396.35688461
GDP (current US$),IDA blend,IDB,2012,889578.509972167
GDP (current US$),IDA blend,IDB,2013,965837.023753578
GDP (current US$),IDA blend,IDB,2014,1036701.79876823
GDP (current US$),IDA blend,IDB,2015,999758.125096092
GDP (current US$),IDA blend,IDB,2016,931080.758172088
GDP (current US$),IDA blend,IDB,2017,922589.446187657
GDP (current US$),IDA blend,IDB,2018,964268.064192791
GDP (current US$),IDA blend,IDB,2019,991547.52006722
GDP (current US$),IDA blend,IDB,2020,
GDP (current US$),IDA only,IDX,1960,26697.1690104224
GDP (current US$),IDA only,IDX,1961,27980.1499248535
GDP (current US$),IDA only,IDX,1962,30305.0061542121
GDP (current US$),IDA only,IDX,1963,35197.5576413708
GDP (current US$),IDA only,IDX,1964,32545.8100915152
GDP (current US$),IDA only,IDX,1965,37694.4531134007
GDP (current US$),IDA only,IDX,1966,40829.2853322701
GDP (current US$),IDA only,IDX,1967,41358.098617754
GDP (current US$),IDA only,IDX,1968,43369.8849724208
GDP (current US$),IDA only,IDX,1969,48554.6449906796
GDP (current US$),IDA only,IDX,1970,50352.1751246016
GDP (current US$),IDA only,IDX,1971,53569.7316603811
GDP (current US$),IDA only,IDX,1972,53261.8978824857
GDP (current US$),IDA only,IDX,1973,64429.7224692724
GDP (current US$),IDA only,IDX,1974,83027.6647003983
GDP (current US$),IDA only,IDX,1975,102494.361422578
GDP (current US$),IDA only,IDX,1976,94884.8204102477
GDP (current US$),IDA only,IDX,1977,106551.685627145
GDP (current US$),IDA only,IDX,1978,125514.877095442
GDP (current US$),IDA only,IDX,1979,139238.69636742
GDP (current US$),IDA only,IDX,1980,152932.121164426
GDP (current US$),IDA only,IDX,1981,155996.317799392
GDP (current US$),IDA only,IDX,1982,155381.852003572
GDP (current US$),IDA only,IDX,1983,149643.04141935
GDP (current US$),IDA only,IDX,1984,149629.439833129
GDP (current US$),IDA only,IDX,1985,158489.210689536
GDP (current US$),IDA only,IDX,1986,170609.223066401
GDP (current US$),IDA only,IDX,1987,184897.556115725
GDP (current US$),IDA only,IDX,1988,187154.35695016
GDP (current US$),IDA only,IDX,1989,184887.783925576
GDP (current US$),IDA only,IDX,1990,196272.296598423
GDP (current US$),IDA only,IDX,1991,198976.874138456
GDP (current US$),IDA only,IDX,1992,187360.166677933
GDP (current US$),IDA only,IDX,1993,188487.928186041
GDP (current US$),IDA only,IDX,1994,173637.185798462
GDP (current US$),IDA only,IDX,1995,198258.02841839
GDP (current US$),IDA only,IDX,1996,216442.683543467
GDP (current US$),IDA only,IDX,1997,226648.95903258
GDP (current US$),IDA only,IDX,1998,235866.216508976
GDP (current US$),IDA only,IDX,1999,240649.905426848
GDP (current US$),IDA only,IDX,2000,265070.796314102
GDP (current US$),IDA only,IDX,2001,260269.681998659
GDP (current US$),IDA only,IDX,2002,274173.001670477
GDP (current US$),IDA only,IDX,2003,308043.102387987
GDP (current US$),IDA only,IDX,2004,348513.382668846
GDP (current US$),IDA only,IDX,2005,394071.631122279
GDP (current US$),IDA only,IDX,2006,455549.929998362
GDP (current US$),IDA only,IDX,2007,542166.854768275
GDP (current US$),IDA only,IDX,2008,658065.149649053
GDP (current US$),IDA only,IDX,2009,680042.887754688
GDP (current US$),IDA only,IDX,2010,763982.967227136
GDP (current US$),IDA only,IDX,2011,853829.332625355
GDP (current US$),IDA only,IDX,2012,895130.563808955
GDP (current US$),IDA only,IDX,2013,998443.037641442
GDP (current US$),IDA only,IDX,2014,1066194.85021259
GDP (current US$),IDA only,IDX,2015,1095337.76661945
GDP (current US$),IDA only,IDX,2016,1105541.09345611
GDP (current US$),IDA only,IDX,2017,1185503.74478045
GDP (current US$),IDA only,IDX,2018,1268823.08732956
GDP (current US$),IDA only,IDX,2019,1331970.88952439
GDP (current US$),IDA only,IDX,2020,
GDP (current US$),IDA total,IDA,1960,37746.7591973892
GDP (current US$),IDA total,IDA,1961,39858.6887621556
GDP (current US$),IDA total,IDA,1962,42973.9878004771
GDP (current US$),IDA total,IDA,1963,48330.1652929391
GDP (current US$),IDA total,IDA,1964,47394.508713665
GDP (current US$),IDA total,IDA,1965,53602.178177958
GDP (current US$),IDA total,IDA,1966,58150.8991409263
GDP (current US$),IDA total,IDA,1967,58735.4780398853
GDP (current US$),IDA total,IDA,1968,61748.2781687767
GDP (current US$),IDA total,IDA,1969,69723.9534231682
GDP (current US$),IDA total,IDA,1970,80766.3806003334
GDP (current US$),IDA total,IDA,1971,81232.1272598458
GDP (current US$),IDA total,IDA,1972,84819.4439011766
GDP (current US$),IDA total,IDA,1973,97366.0957330001
GDP (current US$),IDA total,IDA,1974,131715.191205081
GDP (current US$),IDA total,IDA,1975,157620.25017572
GDP (current US$),IDA total,IDA,1976,164288.31048167
GDP (current US$),IDA total,IDA,1977,178889.878331687
GDP (current US$),IDA total,IDA,1978,203035.556891619
GDP (current US$),IDA total,IDA,1979,235946.311961668
GDP (current US$),IDA total,IDA,1980,279479.571509519
GDP (current US$),IDA total,IDA,1981,412704.888575191
